"rgn_id","product","year","usd"
4,"fish_oil",1983,5.33333333333333
3,"fish_oil",1983,5.33333333333333
1,"fish_oil",1983,5.33333333333333
2,"fish_oil",1983,5.33333333333333
4,"fish_oil",1984,7
3,"fish_oil",1984,7
1,"fish_oil",1984,7
2,"fish_oil",1984,7
4,"fish_oil",1985,3.25
3,"fish_oil",1985,3.25
1,"fish_oil",1985,3.25
2,"fish_oil",1985,3.25
4,"fish_oil",1986,28
3,"fish_oil",1986,28
1,"fish_oil",1986,28
2,"fish_oil",1986,28
4,"fish_oil",1987,33.75
3,"fish_oil",1987,33.75
1,"fish_oil",1987,33.75
2,"fish_oil",1987,33.75
4,"fish_oil",1988,46.75
3,"fish_oil",1988,46.75
1,"fish_oil",1988,46.75
2,"fish_oil",1988,46.75
4,"fish_oil",1989,46.75
3,"fish_oil",1989,46.75
1,"fish_oil",1989,46.75
2,"fish_oil",1989,46.75
4,"fish_oil",1990,24.75
3,"fish_oil",1990,24.75
1,"fish_oil",1990,24.75
2,"fish_oil",1990,24.75
4,"fish_oil",1991,21.25
3,"fish_oil",1991,21.25
1,"fish_oil",1991,21.25
2,"fish_oil",1991,21.25
4,"fish_oil",1992,9.75
3,"fish_oil",1992,9.75
1,"fish_oil",1992,9.75
2,"fish_oil",1992,9.75
4,"fish_oil",1993,34.75
3,"fish_oil",1993,34.75
1,"fish_oil",1993,34.75
2,"fish_oil",1993,34.75
4,"fish_oil",1994,44.25
3,"fish_oil",1994,44.25
1,"fish_oil",1994,44.25
2,"fish_oil",1994,44.25
4,"fish_oil",1995,104.25
3,"fish_oil",1995,104.25
1,"fish_oil",1995,104.25
2,"fish_oil",1995,104.25
4,"fish_oil",1996,102.5
3,"fish_oil",1996,102.5
1,"fish_oil",1996,102.5
2,"fish_oil",1996,102.5
4,"fish_oil",1997,80.25
3,"fish_oil",1997,80.25
1,"fish_oil",1997,80.25
2,"fish_oil",1997,80.25
4,"fish_oil",1998,73
3,"fish_oil",1998,73
1,"fish_oil",1998,73
2,"fish_oil",1998,73
4,"fish_oil",1999,17.75
3,"fish_oil",1999,17.75
1,"fish_oil",1999,17.75
2,"fish_oil",1999,17.75
4,"fish_oil",2000,15.5
3,"fish_oil",2000,15.5
1,"fish_oil",2000,15.5
2,"fish_oil",2000,15.5
4,"fish_oil",2001,28.25
3,"fish_oil",2001,28.25
1,"fish_oil",2001,28.25
2,"fish_oil",2001,28.25
4,"fish_oil",2002,27.5
3,"fish_oil",2002,27.5
1,"fish_oil",2002,27.5
2,"fish_oil",2002,27.5
4,"fish_oil",2003,36
3,"fish_oil",2003,36
1,"fish_oil",2003,36
2,"fish_oil",2003,36
4,"fish_oil",2004,103.75
3,"fish_oil",2004,103.75
1,"fish_oil",2004,103.75
2,"fish_oil",2004,103.75
4,"fish_oil",2005,228.25
3,"fish_oil",2005,228.25
1,"fish_oil",2005,228.25
2,"fish_oil",2005,228.25
4,"fish_oil",2006,570.5
3,"fish_oil",2006,570.5
1,"fish_oil",2006,570.5
2,"fish_oil",2006,570.5
4,"fish_oil",2007,702
3,"fish_oil",2007,702
1,"fish_oil",2007,702
2,"fish_oil",2007,702
4,"fish_oil",2008,848.75
3,"fish_oil",2008,848.75
1,"fish_oil",2008,848.75
2,"fish_oil",2008,848.75
4,"fish_oil",2009,1061
3,"fish_oil",2009,1061
1,"fish_oil",2009,1061
2,"fish_oil",2009,1061
4,"fish_oil",2010,952.666666666667
3,"fish_oil",2010,952.666666666667
1,"fish_oil",2010,952.666666666667
2,"fish_oil",2010,952.666666666667
4,"fish_oil",2011,1135
3,"fish_oil",2011,1135
1,"fish_oil",2011,1135
2,"fish_oil",2011,1135
4,"seaweeds",1996,113.666666666667
3,"seaweeds",1996,113.666666666667
1,"seaweeds",1996,113.666666666667
2,"seaweeds",1996,113.666666666667
4,"seaweeds",1997,91.75
